str_yes|نعم.
str_npc25_signup_response_1|ستكونين بأمان معنا، أعدك. سنغادر قريبًا.
str_npc26_signup_response_1|جيد جدًا. افعل كما يطلب منك، وسأطعمك جيدًا.
str_npc27_signup_response_1|حسنًا جدًا. لنذهب.
str_npc18_signup_response_2|أنت شرسة... ربما شرسة جدًا. القليل من الوقت الإضافي في الأغلال الآن قد يعلمك الطاعة.
str_npc19_signup_response_2|يجب أن تجلس على هذه بالات القش لفترة أطول قليلاً أيها 'الأمير'.
str_npc20_signup_response_2|تفاخرك وإساءتك يهزان سمعي. روضي لسانك قبل أن نتحدث مرة أخرى!
str_npc21_signup_response_2|أعتذر يا سيدتي، ربما مرة أخرى.
str_npc22_signup_response_2|بعد تفكير ثان، ربما نحتاج لمساعدة لوثلورين بأنفسنا.
str_npc23_signup_response_2|آسف، لا أستطيع تخيلك في ساحة معركة.
str_npc24_signup_response_2|آسف، أصادف أنني أحب الجان.
str_npc25_signup_response_2|أنا آسف، الجميع يقاتل في شركتي.
str_npc26_signup_response_2|لقد غيرت رأيي. من يبحث عنك قد يأتي ورائي بعد ذلك.
str_npc27_signup_response_2|لقد غيرت رأيي.
str_npc18_payment|بالتأكيد، أيها القائد العظيم مكانتك، ما عليك سوى أن تقول الكلمة، وسيطلقون سراحي. [تكلفة {reg14} من النفوذ مع {s14}]
str_npc19_payment|يبدو أن دايلاف الأسود قد يبحث عن عذر لإبقائي هنا أيها القائد. [تكلفة {reg14} من النفوذ مع {s14}]
str_npc20_payment|بالأحرى، أنت من يفعل حسنًا ألا تخيب أملي أو أمل السيد الذي نخدمه جميعًا. هل أديت جيدًا بما يكفي في تقديره؟ [تكلفة {reg14} من النفوذ مع {s14}]
str_npc21_payment|سأنضم إليك، لكن من سيعتني بالجرحى إذا هوجمت المدينة؟ [تكلفة {reg14} من النفوذ مع {s14}]
str_npc22_payment|يجب أن ننطلق قريبًا. ستنخفض قيمة مجيئي إذا شعر العدو بوجودي قبل أن نضرب. لكن لوثلورين تحتاجني هنا أيضًا. [تكلفة {reg14} من النفوذ مع {s14}]
str_npc23_payment|سأنضم إليك، لكن واجبي هنا. [تكلفة {reg14} من النفوذ مع {s14}]
str_npc24_payment|سأنضم إليك، لكني أخشى أن والدي الجليل دوالين لن يفهم لماذا تركت المدينة في وقت الحاجة. [تكلفة {reg14} من النفوذ مع {s14}]
str_npc25_payment|لا أستطيع التخلي عن واجباتي هنا، ما زال ملكي بحاجة إلي. أنا قلقة جدًا على صحته. [تكلفة {reg14} من النفوذ مع {s14}]
str_npc26_payment|أريد المغادرة معك، لكن الحراس عند البوابة لن يسمحوا لي.^صدقني، لقد جربت. [تكلفة {reg14} من النفوذ مع {s14}]
str_npc27_payment|سأنضم إليك، لكن واجبي هنا. [تكلفة {reg14} من النفوذ مع {s14}]
str_npc18_payment_response|لا شك في ذلك. مرؤوسو لورمساكون لن يجرؤوا على رفضي. [تكلفة {reg14}/{reg15} من النفوذ]
str_npc19_payment_response|الزعيم دايلاف سيتعين عليه التنحي أمام رغبتي، بمجرد أن أوضحها. [تكلفة {reg14}/{reg15} من النفوذ]
str_npc20_payment_response|بالفعل. تعالي الآن! إنها ليست سناغا وضيعة ستتبعينها بعد كل شيء. [تكلفة {reg14}/{reg15} من النفوذ]
str_npc21_payment_response|إنها قضية نبيلة، لكني متأكد من أنه يمكن العثور على بديل. [تكلفة {reg14}/{reg15} من النفوذ]
str_npc22_payment_response|ثق بي، ستكون أكثر فائدة معي. [تكلفة {reg14}/{reg15} من النفوذ]
str_npc23_payment_response|من الآن فصاعدًا، واجبك معي. [تكلفة {reg14}/{reg15} من النفوذ]
str_npc24_payment_response|السيد دوالين سيفهم أنه لا ينبغي إبقاء قزم جدير بالقتال بعيدًا عن أعدائنا لفترة طويلة. [تكلفة {reg14}/{reg15} من النفوذ]
str_npc25_payment_response|رفاهية الملك مهمة، لكنك ستنقذين أرواحًا أكثر معي. [تكلفة {reg14}/{reg15} من النفوذ]
str_npc26_payment_response|أوه، لكن الحارس لن يجرؤ على إيقافك، إذا كنت معي. [تكلفة {reg14}/{reg15} من النفوذ]
str_npc27_payment_response|من الآن فصاعدًا، واجبك معي. [تكلفة {reg14}/{reg15} من النفوذ]
str_npc18_morality_speech|أيها العظيم! عطشي للدماء لم يروَ! لماذا نحن {s21}، كالجبناء؟ دعني أقاتلهم!
str_npc19_morality_speech|أيها القائد، لا يعجبني كثيرًا أننا {s21}. ملك مثلي يجب أن يكون دائمًا كريم اليد، لكن إذا كانت المخازن فارغة، فليس لدي ما أعطيه، وسيهجرنا جنودنا.
str_npc20_morality_speech|كنت لأقول إنني توقعت منك أفضل من هذا أيها القائد، لكن ذلك سيكون كذبًا. احذر، lest your self-serving ways do harm to the lofty designs of your betters!
str_npc21_morality_speech|لا تلتفت إلى ما يقوله الجنود، أحيانًا يكون {s21} هو التصرف الأكثر حكمة. أنا شخصيًا أقدر الأرواح التي تم إنقاذها والأطراف السليمة، إن لم يكن لشيء سوى القتال يومًا آخر، عندما ينظر إلينا القدر بعين الرضا.
str_npc22_morality_speech|يجب أن تعيد النظر في أفعالك أيها القائد. إن {s21} يجعلنا لا نشرف أكثر من العدو ويقلل من ثقة أصدقائنا.
str_npc23_morality_speech|[لا رمز أخلاقي أساسي]
str_npc24_morality_speech|لم أكن سعيدًا لأنك قررت {s21}. السقوط في المعركة شرف لأي قزم سليم العقل، لكن القتال في شركة يقودها جبان هو عار. ماذا سيقول أبناء عمومتي إذا علموا بهذا؟
str_npc25_morality_speech|أيها القائد، يجب أن أعترض. إن {s21} قاسٍ على الرجال وغير ضروري. أفعل ما بوسعي لتخفيف معاناتهم، لكن من فضلك لا ترتكب خطأً مكلفًا آخر.
str_npc26_morality_speech|الأوروك هاي المقاتل لا {s21}. إذا كان للسيد القليل من الشجاعة، فقد يجد نفسه بدونها ذات ليلة. لقد تكلم غولم.
str_npc27_morality_speech|[لا رمز أخلاقي أساسي]
str_npc18_2ary_morality_speech|لقد انضممت إليك ليس لأجل {s21} أيها العظيم، بل لأغتسل في دماء أعدائنا! قد تستخدم دهاءك الآن، لكن أعطني مجزرة جيدة قريبًا، أتوسل إليك!
str_npc19_2ary_morality_speech|[لا رمز أخلاقي ثانوي]
str_npc20_2ary_morality_speech|آه، قائدنا العظيم. لقد قمت بأعمال عظيمة، كما تقول؟ أتساءل كم من معاركك الأخرى انتهت بهذه الطريقة، بتقدمك بتهور إلى فخ، ثم هروبك بنفس السرعة.
str_npc21_2ary_morality_speech|عفواً أيها القائد. نساء منزلتي سيقبلن الموت ولكن ليس العار. إن {s21} يجلب العار لبيتي وأسلافي.
str_npc22_2ary_morality_speech|[لا رمز أخلاقي ثانوي]
str_npc23_2ary_morality_speech|[لا رمز أخلاقي ثانوي]
str_npc24_2ary_morality_speech|[لا رمز أخلاقي ثانوي]
str_npc25_2ary_morality_speech|[لا رمز أخلاقي ثانوي]
str_npc26_2ary_morality_speech|[لا رمز أخلاقي ثانوي]
str_npc27_2ary_morality_speech|[لا رمز أخلاقي ثانوي]
str_npc18_personalityclash_speech|أيها العظيم، إذا كنت تقدر فارفانغ كمحارب، أتوسل إليك أن تبقيه بعيدًا عني قدر الإمكان. لقد حذرته بالفعل من أن يديه لا يجب أن تذهب حيث لن أسمح لها، وإلا سأقطعهما وأطعمهما لحصانه.
str_npc19_personalityclash_speech|أيها القائد، أتساءل كثيرًا أنك تحتفظ بخدمات مخلوق وضيع مثل أوفتاك. بالطبع، العفاريت هم حثالة ودروع سهام لمحاربينا الحقيقيين، لكنه يتجول في المعسكر يعطي أوامر للرجل والعفريت على حد سواء، كما لو كان ذا سلطة. آمل ألا تفتقده كثيرًا إذا قتلته. أو ربما سأقطع ببساطة طرف أنفه القبيح.
str_npc20_personalityclash_speech|يجب على لايكيادا الجنوبي أن يتعلم الأخلاق، وأن يتعلم التواضع. لسانه وقح، وسلوكه متكبر! لا يهمني أنه قائد بين رجاله - عرق أقل شأنًا أحمق هم على أي حال، بطيئون في التعرف على العظمة أو الخضوع لمن هم أفضل منهم كما ينبغي! لو كان يعرف جزءًا صغيرًا مما يمكنني فعله به...
